,Title,Metascore,tomatoMeter,tomatoUserMeter,scaledIMDb,Mean_Rating
37959,Sausage Party,,100.0,,,100.0
40736,The Godfather,100.0,99.0,98.0,91.96570083280358,97.2414252082009
22593,Breaking Bad,,95.0,97.0,94.95039566791635,95.65013188930546
28593,12 Angry Men,,100.0,97.0,88.92062774195182,95.30687591398394
37591,Harakiri,,100.0,98.0,85.36736807013433,94.45578935671143
35584,Modern Times,96.0,100.0,95.0,85.78153522382424,94.19538380595606
19553,Shoah,99.0,100.0,97.0,79.12965430062273,93.78241357515569
14522,Schindler's List,93.0,96.0,97.0,88.95886423426609,93.73971605856653
26819,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,96.0,99.0,94.0,84.91202278782609,93.47800569695653
40755,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,96.0,99.0,94.0,84.91202278782609,93.47800569695653
27393,Lawrence of Arabia,100.0,97.0,93.0,83.85096601650326,93.46274150412582
29797,Rear Window,,100.0,95.0,84.90470746041738,93.30156915347247
13711,Pulp Fiction,94.0,94.0,96.0,88.97317238336525,93.24329309584131
36877,City Lights,,98.0,96.0,85.71220506430295,93.23740168810099
30365,Ikiru,,100.0,97.0,82.37069133606903,93.12356377868969
37357,Metropolis,98.0,99.0,92.0,82.75638064220871,92.93909516055217
40410,The Kid,,100.0,96.0,82.59704809254137,92.8656826975138
28926,Witness for the Prosecution,,100.0,95.0,83.55286339689088,92.8509544656303
28878,Sweet Smell of Success,100.0,98.0,92.0,80.76849277187765,92.6921231929694
13440,Hoop Dreams,98.0,98.0,93.0,81.64811853422263,92.66202963355566
3416,Casablanca,,97.0,95.0,85.91873991315252,92.63957997105085
28176,North by Northwest,,100.0,94.0,83.8696387909173,92.62321293030577
30490,Singin' in the Rain,,100.0,95.0,82.81816652646064,92.6060555088202
15904,Sunset Boulevard,,98.0,95.0,84.78580628390762,92.59526876130253
19501,Ran,96.0,96.0,95.0,82.65303749934054,92.41325937483514
25941,Cool Hand Luke,,100.0,95.0,81.78410230062825,92.26136743354276
16216,Goodfellas,89.0,96.0,97.0,86.95497359812116,92.23874339953029
37461,The Wizard of Oz,100.0,99.0,89.0,80.91517058212746,92.22879264553187
30929,All About Eve,,100.0,94.0,82.67355486071321,92.22451828690441
25825,Star Wars: Episode IV - A New Hope,92.0,93.0,96.0,86.96385125975911,91.99096281493978
23221,Taxi Driver,93.0,99.0,93.0,82.94575376868153,91.98643844217038
25577,Berserk,,,99.0,84.92641121863412,91.96320560931706
27768,Yojimbo,,97.0,96.0,82.63451592638174,91.87817197546057
2941,Toy Story,92.0,100.0,92.0,82.95597479675979,91.73899369918995
31388,Kind Hearts and Coronets,,100.0,94.0,81.04949943536897,91.68316647845631
9744,Psycho,,96.0,94.0,84.92857101086324,91.64285700362109
32297,It's a Wonderful Life,,94.0,95.0,85.88597375858036,91.62865791952679
18841,Jean de Florette,,100.0,95.0,79.82396566487655,91.60798855495885
31547,White Heat,,100.0,94.0,80.80826948477176,91.60275649492392
24944,Anand,,,97.0,86.16308922698246,91.58154461349123
32779,Double Indemnity,,96.0,95.0,83.70897347034541,91.56965782344848
19971,"Paris, Texas",,100.0,94.0,80.51564930538918,91.50521643512973
13133,Andaz Apna Apna,,,97.0,85.9873185922504,91.4936592961252
22399,The Lord of the Rings: The Fellowship of the Ring,92.0,91.0,95.0,87.97240527759516,91.49310131939879
40294,The Lord of the Rings: The Two Towers,88.0,96.0,95.0,86.97006709903422,91.49251677475856
10631,L.A. Confidential,90.0,99.0,94.0,82.93366087231136,91.48341521807784
21869,Apocalypse Now,90.0,97.0,94.0,84.93303711503575,91.48325927875894
19681,Amadeus,93.0,95.0,95.0,82.89888238577663,91.47472059644416
20055,Stop Making Sense,89.0,97.0,98.0,81.84548834485112,91.46137208621278
15614,Hearts of Darkness: A Filmmaker's Apocalypse,,100.0,94.0,80.27249048802913,91.42416349600971
29451,Pather Panchali,,97.0,95.0,82.08181430111884,91.3606047670396
33725,Citizen Kane,,100.0,90.0,83.90344446458116,91.3011481548604
28567,Vertigo,,97.0,93.0,83.8845110440014,91.29483701466712
28819,Paths of Glory,,94.0,95.0,84.75248488083027,91.25082829361008
34307,Rebecca,,100.0,92.0,81.70500376034894,91.23500125344965
23458,Monty Python and the Holy Grail,90.0,97.0,95.0,82.92821243777338,91.23205310944334
21735,Raging Bull,92.0,97.0,93.0,82.88371108806328,91.22092777201581
22141,Stalker,,100.0,93.0,80.64338219345333,91.21446073115112
11390,Cosmos,,,,91.191380499303,91.191380499303
18342,Nayakan,,,98.0,84.07946913798604,91.03973456899303
19512,The Lord of the Rings: The Return of the King,94.0,95.0,86.0,88.97071341734829,90.99267835433707
40731,The Godfather: Part II,80.0,97.0,97.0,89.95341421300616,90.98835355325154
38526,12 Years a Slave,97.0,96.0,90.0,80.94357794529881,90.9858944863247
4130,Inside Out,94.0,98.0,89.0,82.9199738222318,90.97999345555795
40698,Das Boot,86.0,98.0,96.0,83.82947494922041,90.9573687373051
28225,Some Like It Hot,,96.0,94.0,82.84401043304288,90.94800347768096
40766,Some Like It Hot,,96.0,94.0,82.84401043304288,90.94800347768096
20533,To Be or Not to Be,,98.0,94.0,80.71331087798066,90.9044369593269
36146,It Happened One Night,,98.0,93.0,81.60476707953443,90.86825569317814
26213,Au Hasard Balthazar,100.0,100.0,86.0,77.30169008212917,90.8254225205323
9814,Saving Private Ryan,90.0,92.0,95.0,85.9642219318905,90.74105548297263
39573,WALL·E,94.0,96.0,89.0,83.96002810709948,90.74000702677486
21015,WALL·E,94.0,96.0,89.0,83.96002810709948,90.74000702677486
39167,Toy Story 3,92.0,99.0,89.0,82.94955470023777,90.73738867505944
13990,Aliens,87.0,98.0,94.0,83.94111252451849,90.73527813112962
38085,Spotlight,93.0,96.0,93.0,80.87182660424249,90.71795665106062
29771,On the Waterfront,88.0,98.0,95.0,81.74315739128946,90.68578934782236
20083,This Is Spinal Tap,85.0,95.0,92.0,,90.66666666666667
22585,Annie Hall,,98.0,93.0,80.87198924741172,90.6239964158039
28018,Anatomy of a Murder,,100.0,91.0,80.48257627830836,90.49419209276944
40593,The Shawshank Redemption,80.0,91.0,98.0,92.97572459594161,90.49393114898541
35239,Make Way for Tomorrow,,100.0,93.0,78.4757893502591,90.4919297834197
27758,Viridiana,,100.0,90.0,81.43432332120149,90.47810777373383
32853,Laura,,100.0,91.0,80.24068547747223,90.41356182582406
25233,Woodstock,,100.0,92.0,79.22927744989119,90.40975914996373
30540,Umberto D.,92.0,96.0,93.0,80.54190532636001,90.38547633159
19590,Tampopo,,100.0,94.0,76.95048374330665,90.31682791443556
2742,Pride and Prejudice,,,,90.29142641236498,90.29142641236498
40734,The Sting,,93.0,95.0,82.84488930945929,90.28162976981976
37485,Sherlock Jr.,,94.0,95.0,81.8138240084631,90.2712746694877
29444,Ordet,,100.0,92.0,78.79818325438958,90.26606108479653
22850,Stroszek,,100.0,93.0,77.79465646939356,90.26488548979785
30863,Strangers on a Train,,98.0,92.0,80.74644778556771,90.24881592852257
19172,Back to the Future,86.0,96.0,94.0,84.95873242354806,90.23968310588701
40291,The Pianist,85.0,96.0,95.0,84.93936360825492,90.23484090206372
31860,Whiplash,88.0,94.0,94.0,84.92402382686093,90.23100595671524
15029,Manufacturing Consent: Noam Chomsky and the Media,,100.0,94.0,76.65474529224052,90.21824843074684
40763,The Hustler,,98.0,93.0,79.63505990889936,90.2116866362998
34749,Angels with Dirty Faces,,100.0,92.0,78.6279924870083,90.20933082900278
28206,Rio Bravo,,100.0,91.0,79.46947347692956,90.15649115897652
30171,Stalag 17,,97.0,93.0,80.4433351306661,90.14777837688871
11444,Diabolique,,97.0,93.0,80.42698569489542,90.14232856496513
40753,A Hard Day's Night,96.0,98.0,90.0,76.40771621870927,90.10192905467731
28310,Cat on a Hot Tin Roof,,97.0,93.0,80.29210495650582,90.09736831883527
40630,The Last Waltz,88.0,98.0,94.0,80.11203258229105,90.02800814557276
23537,Sholay,,,96.0,84.05076009999763,90.02538004999882
18000,Au Revoir Les Enfants,,97.0,93.0,80.01949124694687,90.00649708231562
39568,The Dark Knight,82.0,94.0,94.0,89.97792946592847,89.99448236648212
40634,The Silence of the Lambs,84.0,95.0,95.0,85.96442982846482,89.9911074571162
6209,Raiders of the Lost Ark,85.0,94.0,96.0,84.95434756569193,89.98858689142298
37324,"Steamboat Bill, Jr.",,100.0,92.0,77.79879252252672,89.93293084084223
25134,Patton,91.0,95.0,94.0,79.69832832288368,89.92458208072092
14216,Friends,,,,89.92324143355788,89.92324143355788
23279,Barry Lyndon,,97.0,92.0,80.75849397088524,89.91949799029508
40765,The Apartment,,93.0,94.0,82.7511768052422,89.91705893508073
12499,Forbidden Games,,100.0,93.0,76.73228030128344,89.91076010042781
6797,House of Cards,,,,89.88157892976061,89.88157892976061
39097,Inside Job,88.0,98.0,91.0,82.51533717724995,89.87883429431248
36681,I Am a Fugitive from a Chain Gang,,100.0,91.0,78.60016666282034,89.86672222094012
40786,The Big Parade,,100.0,91.0,78.54972871524679,89.84990957174892
28794,My Man Godfrey,,100.0,90.0,79.53381327308432,89.84460442436144
33232,Shadow of a Doubt,,100.0,90.0,79.49564529801523,89.83188176600508
21780,Star Wars: Episode V - The Empire Strikes Back,80.0,94.0,97.0,87.95908929047047,89.73977232261763
646,Eternal Sunshine of the Spotless Mind,89.0,93.0,94.0,82.95871473224265,89.73967868306066
39397,Up,88.0,98.0,90.0,82.95862591760324,89.73965647940081
39762,Ratatouille,96.0,96.0,87.0,79.95061219807619,89.73765304951905
21856,Alien,83.0,97.0,94.0,84.94643522878292,89.73660880719572
38395,Boyhood,100.0,98.0,81.0,79.91226991168651,89.72806747792163
23668,Chinatown,86.0,98.0,93.0,81.87995247353379,89.71998811838344
37504,Safety Last!,,96.0,93.0,80.15269567546255,89.71756522515419
40780,The Lost Weekend,,100.0,90.0,79.10562841805323,89.70187613935109
39750,No End in Sight,89.0,96.0,94.0,79.80424395308218,89.70106098827054
40737,The French Connection,96.0,98.0,87.0,77.7520760845376,89.68801902113441
9806,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,87.0,98.0,93.0,80.73324892064427,89.68331223016106
9681,Out of the Past,,97.0,92.0,79.97141474117068,89.65713824705689
34510,Gone with the Wind,,94.0,93.0,81.87919128956682,89.62639709652228
25958,Bob Dylan: Dont Look Back,,100.0,92.0,76.8402642967055,89.61342143223517
40768,The Bridge on the River Kwai,,94.0,93.0,81.82620926536782,89.60873642178927
6824,Innocence,,,98.0,81.17171521327828,89.58585760663914
33975,Sullivan's Travels,,100.0,89.0,79.70429298074583,89.56809766024861
40746,The Wild Bunch,,98.0,91.0,79.63539434709348,89.54513144903116
40779,The Best Years of Our Lives,,96.0,92.0,80.40570246324594,89.46856748774864
26089,Playtime,,100.0,90.0,78.35745038557309,89.4524834618577
39668,Persepolis,90.0,96.0,92.0,79.67104351944036,89.41776087986008
23955,Badlands,90.0,98.0,91.0,78.54470186311077,89.3861754657777
13661,Once Were Warriors,,94.0,95.0,79.12063847532123,89.37354615844042
21444,Breaker Morant,,100.0,91.0,77.0784339203113,89.3594779734371
8805,Two Women,,100.0,92.0,76.06021831299483,89.35340610433161
33017,Batman: The Animated Series,,,,89.3158891342916,89.3158891342916
5573,Hiroshima Mon Amour,,100.0,89.0,78.87857459680036,89.29285819893346
27492,To Kill a Mockingbird,,91.0,93.0,83.8666404228397,89.28888014094656
40759,To Kill a Mockingbird,,91.0,93.0,83.8666404228397,89.28888014094656
2107,Finding Nemo,90.0,99.0,86.0,81.96215100065285,89.24053775016321
7103,One Flew Over the Cuckoo's Nest,79.0,95.0,96.0,86.951605710303,89.23790142757575
40776,A Streetcar Named Desire,,98.0,90.0,79.70523787558673,89.23507929186223
32347,Notorious,,97.0,91.0,79.6873011597515,89.22910038658382
28754,Kanal,,100.0,93.0,74.66329429538123,89.2210980984604
17069,My Left Foot,,97.0,92.0,78.56978525806701,89.18992841935567
21887,Being There,,96.0,92.0,79.55703357978987,89.18567785992995
36011,Top Hat,,100.0,91.0,76.55641135140452,89.18547045046817
25382,Kes,,100.0,91.0,76.53152892485342,89.17717630828447
37035,All Quiet on the Western Front,,98.0,89.0,80.48364211023959,89.16121403674653
1991,Destino,,100.0,93.0,74.45721923500003,89.15240641166668
39463,Waltz with Bashir,91.0,96.0,90.0,79.50434602631444,89.12608650657862
23440,Love and Death,,100.0,90.0,77.28211912353575,89.09403970784524
36041,Anne of Green Gables,,,96.0,82.14318142647087,89.07159071323544
35387,Way Out West,,100.0,92.0,75.06222773604085,89.0207425786803
32969,To Have and Have Not,,97.0,91.0,79.0457467157293,89.0152489052431
39893,The Departed,86.0,91.0,94.0,84.96541319633224,88.99135329908306
37455,Seven Chances,,100.0,90.0,76.91825173430814,88.9727505781027
360,Before Sunset,90.0,95.0,91.0,79.8618423440171,88.96546058600427
19197,Brazil,88.0,98.0,90.0,79.84707702579952,88.96176925644988
19957,Once Upon a Time in America,,89.0,94.0,83.87025504646432,88.95675168215477
38098,Room,86.0,94.0,93.0,82.82684096393118,88.9567102409828
20657,Burden of Dreams,,100.0,91.0,75.80452608761844,88.93484202920615
37603,South Park,,,90.0,87.8571358573275,88.92856792866375
31789,Rope,,97.0,90.0,79.75770108548008,88.91923369516003
31888,Black Narcissus,,100.0,88.0,78.62081806464307,88.87360602154769
13269,Crumb,93.0,95.0,89.0,78.48351466246044,88.87087866561511
26676,Repulsion,91.0,100.0,87.0,77.43134706916032,88.85783676729008
26480,Who's Afraid of Virginia Woolf?,,95.0,91.0,80.56981960963485,88.85660653654496
20192,Breathless,,97.0,90.0,79.55985756131825,88.85328585377276
22281,Days of Heaven,93.0,94.0,89.0,79.39665664576737,88.84916416144185
16178,Europa Europa,,100.0,91.0,75.54314253841501,88.84771417947167
26014,In the Heat of the Night,,95.0,92.0,79.53577224286018,88.84525741428672
13382,Frankenstein,,100.0,87.0,79.52707411020903,88.84235803673634
40684,The Right Stuff,,98.0,90.0,78.5243374341277,88.84144581137589
34182,His Girl Friday,,97.0,90.0,79.4468843153756,88.8156281051252
11983,Secrets & Lies,91.0,94.0,91.0,79.2127418405683,88.80318546014207
24535,Sleuth,,96.0,90.0,80.3532270904411,88.78440903014705
30390,Limelight,,97.0,90.0,79.29555792996052,88.76518597665351
6115,Vincent,,,95.0,82.4894388070918,88.7447194035459
39070,The King's Speech,88.0,95.0,92.0,79.95336195046497,88.73834048761624
40382,"Crouching Tiger, Hidden Dragon",93.0,97.0,86.0,78.89892776026664,88.72473194006666
12438,Dilwale Dulhania Le Jayenge,,,95.0,82.38320976587184,88.69160488293592
40751,The Train,,100.0,89.0,77.07391849088123,88.69130616362708
23821,Once,88.0,97.0,91.0,78.75932098030718,88.68983024507679
15079,Narcos,,,,88.68487986902936,88.68487986902936
16118,Cyrano de Bergerac,,100.0,91.0,75.05236747252775,88.68412249084258
30353,High Noon,89.0,96.0,89.0,80.69539999092,88.67384999773
31968,Fireworks,,95.0,93.0,78.0117586612586,88.67058622041952
36509,Only Yesterday,90.0,100.0,89.0,75.65369545525341,88.66342386381335
24152,Paper Moon,,91.0,94.0,80.93212734049986,88.64404244683328
27404,Mamma Roma,,100.0,90.0,75.92800159081415,88.64266719693804
26962,Seven Days in May,,100.0,89.0,76.92589723151126,88.64196574383709
14696,Aladdin,,94.0,92.0,79.910473472186,88.63682449072867
19058,Stand by Me,,91.0,94.0,80.90895368365139,88.63631789455046
25784,Rosemary's Baby,,99.0,87.0,79.8348866013929,88.61162886713096
23922,Young Frankenstein,,93.0,93.0,79.79401466733555,88.59800488911185
33698,Ball of Fire,,100.0,90.0,75.77956883787921,88.5931896126264
28607,Aparajito,,94.0,93.0,78.7547851954131,88.58492839847104
38653,"Batman: The Dark Knight Returns, Part 2",,,94.0,83.08623680499952,88.54311840249976
40762,The Man Who Shot Liberty Valance,,93.0,92.0,80.54999045206856,88.51666348402284
39108,The Social Network,95.0,96.0,86.0,76.95945655547054,88.48986413886763
4280,Mad Max: Fury Road,90.0,97.0,86.0,80.95480917605882,88.4887022940147
11504,Fargo,85.0,94.0,93.0,81.9424160960893,88.48560402402232
15309,Unforgiven,82.0,95.0,94.0,82.90127973330256,88.47531993332564
16413,Paris Is Burning,,100.0,89.0,76.39664690414119,88.46554896804707
27634,Judgment at Nuremberg,,90.0,93.0,82.39181626811052,88.46393875603684
20586,Zelig,,100.0,88.0,77.36829013462865,88.45609671154288
37472,Greed,,100.0,89.0,76.36068258321112,88.45356086107036
18588,Withnail & I,,94.0,94.0,77.35166152450566,88.45055384150187
14286,In the Name of the Father,84.0,94.0,95.0,80.77566846065741,88.44391711516435
24836,Punishment Park,,100.0,90.0,75.27052973714613,88.42350991238204
5432,Lagaan: Once Upon a Time in India,84.0,95.0,93.0,81.63838881231129,88.40959720307782
18798,Hannah and Her Sisters,90.0,93.0,91.0,79.56579277964198,88.3914481949105
35788,Captain Blood,,100.0,89.0,76.14395745180582,88.38131915060194
39562,Man on Wire,89.0,100.0,87.0,77.50115961461474,88.37528990365368
12174,When We Were Kings,83.0,98.0,94.0,78.3096654036311,88.32741635090778
15422,Beauty and the Beast,,93.0,92.0,79.92418528404338,88.30806176134779
1911,The Nightmare Before Christmas,,94.0,91.0,79.8950127622491,88.29833758741637
22411,Microcosmos,,97.0,91.0,76.891312383061,88.297104127687
3551,Dog Day Afternoon,,95.0,90.0,79.87212823012347,88.29070941004115
27315,Days of Wine and Roses,,100.0,88.0,76.84679154117777,88.28226384705926
40705,The Elephant Man,,90.0,93.0,81.83953776650631,88.27984592216876
29991,El,,100.0,90.0,74.80381559731231,88.26793853243744
35975,Ruggles of Red Gap,,100.0,92.0,72.7965765857885,88.26552552859617
16897,Glory,,93.0,93.0,78.78543695122525,88.2618123170751
23127,Network,,91.0,93.0,80.76249256814394,88.25416418938131
1874,Capturing the Friedmans,90.0,97.0,89.0,76.96516942753013,88.24129235688252
2874,The Truman Show,90.0,94.0,88.0,80.96284094251736,88.24071023562934
40597,The Lion King,83.0,92.0,93.0,84.953059249102,88.2382648122755
22369,Jaws,86.0,97.0,90.0,79.94329221666911,88.23582305416727
8780,Toy Story 2,88.0,100.0,86.0,78.94270983134534,88.23567745783633
5172,City of God,79.0,90.0,97.0,86.93850326887144,88.23462581721786
31059,In a Lonely Place,,97.0,89.0,78.694964333142,88.23165477771401
3488,Dil Chahta Hai,,,95.0,81.46113631319211,88.23056815659606
22916,All the President's Men,,93.0,92.0,79.68729699415489,88.22909899805164
26915,My Fair Lady,,96.0,90.0,78.6755888982413,88.22519629941377
38878,The Artist,89.0,97.0,87.0,79.87730224009987,88.21932556002497
24602,Winter Soldier,,100.0,95.0,69.60204903328204,88.200683011094
38602,Before Midnight,94.0,98.0,82.0,78.7701902747687,88.19254756869218
27533,Accattone,,100.0,89.0,75.55500053864029,88.18500017954676
26826,Fail-Safe,,95.0,91.0,78.5523480394835,88.18411601316116
40732,The Conversation,86.0,98.0,90.0,78.70866505351587,88.17716626337896
12019,Sling Blade,84.0,96.0,93.0,79.68214385186494,88.17053596296623
34599,Ninotchka,,97.0,89.0,78.50875569914396,88.169585233048
34774,Bringing Up Baby,,95.0,90.0,79.49181276569516,88.16393758856505
40449,The Straight Story,86.0,96.0,91.0,79.63880538953093,88.15970134738274
16817,Do the Right Thing,91.0,93.0,90.0,78.63621802350991,88.15905450587748
11722,Kolya,,96.0,92.0,76.47373887373166,88.15791295791057
26428,Stagecoach,,100.0,86.0,78.31830099372306,88.10610033124101
20319,Jaane Bhi Do Yaaro,,,94.0,82.18491511920448,88.09245755960224
40528,The Sweet Hereafter,90.0,100.0,86.0,76.30708158578238,88.0767703964456
25727,Monterey Pop,,100.0,90.0,74.12557436571332,88.04185812190444
40777,Red River,,100.0,87.0,77.0803133858437,88.02677112861456
33648,Went the Day Well?,,100.0,93.0,71.05958609722302,88.01986203240767
32637,Scarlet Street,,100.0,87.0,77.0266895639969,88.0088965213323
26302,How to Steal a Million,,100.0,89.0,75.02285146883806,88.00761715627935
13169,Before the Rain,,91.0,94.0,79.01957732505187,88.00652577501728
23908,Vengeance is Mine,,100.0,89.0,75.01177211393497,88.00392403797832
19897,Love Streams,,100.0,90.0,73.99758667726607,87.9991955590887
26266,El Dorado,,100.0,88.0,75.97063649868846,87.99021216622948
40677,The Terminator,83.0,100.0,88.0,80.95864921013117,87.98966230253279
39381,The Hurt Locker,94.0,98.0,84.0,75.94568334661685,87.98642083665422
25546,2001: A Space Odyssey,86.0,94.0,89.0,82.93572924656354,87.98393231164088
13362,Faust,,94.0,91.0,78.91122998571038,87.9704099952368
21457,Airplane!,,97.0,89.0,77.87114730432981,87.95704910144327
29419,Marty,,100.0,88.0,75.85099116351859,87.95033038783953
26799,Charulata,,96.0,91.0,76.8458991855505,87.94863306185016
22040,Manhattan,82.0,98.0,92.0,79.77837250115871,87.94459312528969
26902,Mary Poppins,,100.0,86.0,77.80846147111605,87.93615382370535
38497,Walking with Dinosaurs,,,96.0,79.86423885196052,87.93211942598026
31680,I Remember Mama,,100.0,86.0,77.74538086744845,87.91512695581615
35413,After the Thin Man,,100.0,89.0,74.69885484736392,87.89961828245464
11631,House,,,,87.88863608494509,87.88863608494509
10668,Little Dieter Needs to Fly,,93.0,94.0,76.60455605034096,87.86818535011366
26145,Titicut Follies,,100.0,90.0,73.58775335295307,87.86258445098436
6991,Marlene,,100.0,97.0,66.57695130672833,87.85898376890945
19740,Charade,,92.0,92.0,79.54421815580415,87.84807271860139
9565,Masquerade,,100.0,89.0,74.53366770135725,87.8445559004524
1973,Daredevil,,,,87.83992254504051,87.83992254504051
33396,Duck Soup,,93.0,91.0,79.51391198070499,87.83797066023499
31711,Letter from an Unknown Woman,,100.0,86.0,77.50545414030023,87.83515138010007
867,In My Father's Den,,100.0,89.0,74.4211304323906,87.80704347746354
31701,Key Largo,,97.0,88.0,78.25596165479509,87.75198721826503
27518,What Ever Happened to Baby Jane?,,91.0,92.0,80.2435554442718,87.74785181475727
14480,Raining Stones,,100.0,92.0,71.2424492063285,87.74748306877616
36415,Gold Diggers of 1933,,100.0,86.0,77.24103657379962,87.74701219126655
7624,American Beauty,86.0,88.0,93.0,83.96493532236407,87.74123383059101
7003,Memento,80.0,92.0,94.0,84.9642634786811,87.74106586967028
10735,No Country for Old Men,91.0,93.0,86.0,80.95943516023823,87.73985879005956
38570,The Act of Killing,89.0,96.0,85.0,80.9557015353383,87.73892538383458
20637,Blade Runner,89.0,89.0,91.0,81.9434428172143,87.73586070430358
32050,Monsieur Verdoux,,97.0,88.0,78.18343317290088,87.72781105763363
39208,The Square,84.0,100.0,89.0,77.90603708517955,87.72650927129489
40606,The Fugitive,88.0,96.0,89.0,77.90321770052435,87.72580442513109
27862,Home from the Hill,,100.0,93.0,70.16064783720043,87.72021594573347
12273,Before Sunrise,77.0,100.0,93.0,80.86537771144131,87.71634442786032
623,Edward Said: The Last Interview,,100.0,100.0,63.134389746356135,87.71146324878538
30018,Gion bayashi,,100.0,94.0,69.1308472117463,87.71028240391543
18550,Tristana,93.0,100.0,84.0,73.83834767855566,87.70958691963892
16287,Ju Dou,,100.0,88.0,75.0824313628386,87.69414378761287
37956,The Human Condition I: No Greater Love,,89.0,95.0,78.99708161865682,87.6656938728856
26169,Wait Until Dark,,94.0,91.0,77.98305870141647,87.66101956713881
36554,Sons of the Desert,,100.0,88.0,74.9617543788695,87.65391812628984
10119,4 Little Girls,89.0,100.0,89.0,72.55542325574407,87.63885581393602
30230,5 Fingers,,100.0,89.0,73.9042881557046,87.6347627185682
38008,They Will Have to Kill Us First,,100.0,100.0,62.86380512353056,87.62126837451018
26849,Goldfinger,,96.0,89.0,77.85228891410783,87.61742963803594
27765,Whistle Down the Wind,,100.0,90.0,72.8354661449095,87.61182204830317
32334,My Darling Clementine,,100.0,86.0,76.82674813524243,87.60891604508082
24687,Dirty Harry,,95.0,90.0,77.81986415476797,87.60662138492266
27870,Inherit the Wind,,91.0,91.0,80.81474892212519,87.60491630737506
32871,Meet Me in St. Louis,,100.0,87.0,75.80619618493523,87.60206539497841
32061,Nightmare Alley,,100.0,88.0,74.76607396705431,87.58869132235144
16394,Night of the Living Dead,,96.0,87.0,79.73674184622195,87.57891394874065
175,Persona,,88.0,94.0,80.60615326625866,87.53538442208622
23781,Lenny,,100.0,88.0,74.56096060578942,87.5203202019298
28293,Auntie Mame,,92.0,93.0,77.52335128299484,87.50778376099828
40132,Murderball,87.0,98.0,89.0,75.99906857832563,87.49976714458141
21710,Oz,,,,87.49682107348536,87.49682107348536
23033,Gravity,96.0,96.0,80.0,77.96441075750765,87.49110268937692
14960,Jo Jeeta Wohi Sikandar,,,94.0,80.97937869812837,87.48968934906418
39749,The Bourne Ultimatum,85.0,93.0,91.0,80.94961653793726,87.48740413448431
5170,Full Metal Jacket,78.0,95.0,94.0,82.94338205459957,87.48584551364989
39667,There Will Be Blood,92.0,91.0,86.0,80.93355357514704,87.48338839378675
40654,The Princess Bride,77.0,97.0,95.0,80.91580346351353,87.47895086587837
37497,Our Hospitality,,96.0,90.0,76.4299527883202,87.47665092944005
6271,Almost Famous,90.0,89.0,92.0,78.8937827795147,87.47344569487868
37272,Un Chien Andalou,,100.0,85.0,77.40871870353628,87.46957290117876
29984,Duck Amuck,,,93.0,81.9319214888692,87.4659607444346
6285,Amores Perros,83.0,92.0,94.0,80.8580541517584,87.4645135379396
40460,The Iron Giant,85.0,96.0,89.0,79.8187696755831,87.45469241889577
31772,Pitfall,,100.0,90.0,72.35730821395903,87.45243607131967
9054,Body and Soul,,100.0,89.0,73.35574697502794,87.45191565834266
33794,Hold That Ghost,,100.0,91.0,71.3394241658664,87.44647472195545
27021,Zulu,,93.0,92.0,77.3153615736332,87.43845385787773
25466,Salesman,,100.0,88.0,74.29934652935962,87.43311550978655
27225,This Sporting Life,,100.0,87.0,75.19617110007307,87.39872370002435
35673,Swing Time,,100.0,87.0,75.12056093758217,87.37352031252739
24498,"Play It Again, Sam",,97.0,89.0,76.0736218894819,87.35787396316063
5635,No Man's Land,84.0,93.0,93.0,79.400998353073,87.35024958826826
23038,Harlan County U.S.A.,80.0,100.0,92.0,77.38949886989496,87.34737471747374
32268,Gilda,,97.0,88.0,77.0360009024404,87.3453336341468
20348,Local Hero,,100.0,88.0,74.03157026641,87.34385675546999
20336,Koyaanisqatsi,,89.0,91.0,82.0071952732736,87.33573175775787
18600,'Round Midnight,,100.0,91.0,70.98971362238335,87.32990454079446
18307,Matewan,,93.0,93.0,75.95965427396965,87.31988475798988
18975,Platoon,,88.0,93.0,80.91514911910195,87.30504970636731
24817,Out 1,87.0,100.0,93.0,69.11677105513635,87.2791927637841
3364,Bloody Sunday,90.0,92.0,91.0,76.07586728103347,87.26896682025837
2918,Spartacus,,96.0,87.0,78.77698718657959,87.25899572885987
29638,Dial M for Murder,,88.0,92.0,81.756685859146,87.25222861971532
38715,Argo,86.0,96.0,90.0,76.95704400265146,87.23926100066286
38518,Dallas Buyers Club,84.0,94.0,91.0,79.92811789470852,87.23202947367713
29471,Rebel Without a Cause,,96.0,88.0,77.6796770750158,87.22655902500526
29267,Bad Day at Black Rock,,97.0,88.0,76.6759441694411,87.22531472314704
5759,Promises,80.0,96.0,96.0,76.88476437102827,87.22119109275707
22637,Close Encounters of the Third Kind,91.0,96.0,85.0,76.86156431340044,87.21539107835011
19417,Mishima: A Life in Four Chapters,,95.0,91.0,75.63360563739354,87.21120187913118
40444,The Insider,84.0,96.0,90.0,78.83583558438835,87.20895889609709
17267,Trouble in Paradise,,91.0,91.0,79.6068359217112,87.2022786405704
31230,Winchester '73,,100.0,86.0,75.60471609215163,87.20157203071722
11738,Leila,,100.0,89.0,72.6034069211384,87.20113564037946
